x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
-0.70262295,1.229267,0.059117556,1.1632941,1.1920052,1.1937501,-0.0039503574,-0.013187885,0.0069153905,-0.075210035,-69.61952,-72.04069,-65.92446,-41.41535,-20.380486,-17.959312,-24.075542,-48.58465,159.61952,162.04068,155.92447,131.41534,131.20891,128.78775,134.90396,159.41309,30.094881,31.285406,32.390846,11.391883,5.1947536,5.186173,5.1561346,5.043543
-0.70412344,1.2277665,0.06413895,1.1617935,1.1905046,1.1922495,-0.0025289059,-0.010501921,0.008990765,-0.07777774,-72.0101,-72.61778,-66.92531,-49.231064,-17.989902,-17.382212,-23.074696,-40.768932,162.0101,162.61778,156.92531,139.23106,128.81833,128.21065,133.90312,151.59737,31.359194,31.225588,32.717487,11.261209,5.1619725,5.152782,5.1226897,5.007747
-0.6944588,1.2374312,0.058859706,1.1714582,1.2001693,1.2019143,0.00033599138,-0.010124326,0.015707135,-0.06550884,-75.32039,-73.268684,-68.11699,-60.230556,-14.679616,-16.73132,-21.88301,-29.769444,165.32039,163.26868,158.11699,150.23056,125.50804,127.55975,132.71144,140.59787,32.642895,31.092588,32.81666,12.215239,5.201748,5.191847,5.1616073,5.0466924
-0.72101295,1.2108771,0.06314677,1.144904,1.1736151,1.1753601,-0.0013746619,-0.013956904,0.0009420514,-0.095769405,-78.64947,-73.1213,-70.27859,-73.82274,-11.35053,-16.878704,-19.721413,-16.17726,168.64948,163.1213,160.2786,163.82274,122.178955,127.70712,130.54984,127.00569,29.836386,31.339703,34.0893,14.69608,5.046931,5.036454,5.005566,4.8838997
-0.744627,1.187263,0.06583649,1.12129,1.150001,1.151746,-0.0013179779,-0.020150363,-0.033399343,-0.12068182,-79.699104,-72.58504,-72.179344,-82.84215,-10.300897,-17.41496,-17.820652,-7.157848,169.6991,162.58504,162.17935,172.84215,121.12933,128.2434,128.64908,117.98628,29.638226,32.18587,35.080772,17.993877,4.936672,4.9257674,4.8936796,4.767513
-0.762866,1.169024,0.07747406,1.103051,1.131762,1.133507,0.0032701492,-0.016887546,-0.062227428,-0.14392418,-76.090965,-71.83414,-72.1729,-86.554405,-13.909037,-18.16586,-17.8271,-3.445591,166.09097,161.83414,162.1729,176.55441,124.73746,128.9943,128.65553,114.27402,32.47704,33.855988,35.65309,18.478687,4.808286,4.797326,4.766303,4.6357574
-0.77528036,1.1566097,0.07767105,1.0906366,1.1193477,1.1210927,0.0006043911,-0.022548795,-0.08358055,-0.15770608,-74.3599,-71.50407,-71.41012,-89.203636,-15.6401,-18.495934,-18.589888,-0.7964282,164.3599,161.50406,161.41013,179.20364,126.46854,129.32437,129.4183,111.62479,33.060078,34.364525,35.303185,19.926193,4.7683616,4.757539,4.7248745,4.5937905
-0.79004616,1.1418438,0.08315277,1.0758708,1.1045818,1.1063268,0.0026639104,-0.023172677,-0.10631186,-0.17665827,-74.31607,-71.07206,-70.42273,-89.841415,-15.683935,-18.92794,-19.577272,-0.1587393,164.31607,161.07205,160.42273,179.84142,126.51236,129.75638,130.4057,110.987015,35.644527,35.84166,35.525375,20.165833,4.689299,4.6786437,4.6470532,4.513624
-0.8051961,1.1266938,0.08848828,1.0607209,1.089432,1.091177,0.0028062463,-0.026588738,-0.13164967,-0.19387645,-73.90974,-70.88962,-68.76357,-88.78808,-16.09026,-19.110388,-21.236427,1.2119049,163.90973,160.88962,158.76358,181.21191,126.9187,129.93881,132.06485,109.616516,37.936966,36.911335,35.541477,20.623508,4.6291475,4.618885,4.5865006,4.4521265
-0.7970816,1.1348084,0.087322,1.0688354,1.0975465,1.0992914,0.004596412,-0.024244428,-0.112024665,-0.18898016,-70.760216,-71.3976,-70.57721,-84.670334,-19.239777,-18.602406,-19.42279,-5.3296657,160.76022,161.3976,160.57721,174.67033,130.0682,129.43083,130.25122,116.1581,37.28239,36.61943,37.156986,16.961462,4.6356606,4.6252217,4.597481,4.4625854
-0.7995957,1.1322943,0.0886268,1.0663213,1.0950323,1.0967773,0.00205189,-0.030954778,-0.09860778,-0.1962238,-68.82295,-70.99363,-69.505394,-76.276375,-21.17705,-19.006372,-20.4946,-13.723619,158.82295,160.99362,159.5054,166.27637,132.00548,129.83481,131.32303,124.55206,37.221622,36.672977,37.822624,13.597319,4.6342998,4.6246047,4.5994887,4.4651823
-0.7877482,1.1441418,0.08288741,1.0781687,1.1068798,1.1086248,-0.0001604557,-0.031641245,-0.05610192,-0.18565118,-67.78776,-69.66795,-67.3286,-57.933403,-22.212248,-20.33205,-22.671402,-32.0666,157.78775,159.66795,157.3286,147.93341,133.04068,131.16048,133.49983,142.89502,35.28568,35.703075,36.505688,10.2151575,4.6996646,4.690783,4.666577,4.5349255
-0.7836156,1.1482744,0.07796478,1.0823014,1.1110125,1.1127574,-0.001016736,-0.032243192,-0.03532976,-0.1813528,-67.982796,-69.00738,-65.995346,-39.321968,-22.017206,-20.992619,-24.004656,-50.67803,157.98279,159.00739,155.99535,129.32196,132.84564,131.82104,134.83308,161.50647,35.277725,35.396263,35.942554,8.710219,4.7261047,4.7176895,4.69375,4.564006
-0.8006221,1.1312679,0.08760041,1.0652949,1.094006,1.0957509,-0.0021888018,-0.04017639,-0.060646176,-0.20339477,-67.614685,-69.04193,-65.72137,-47.107483,-22.38531,-20.958065,-24.278631,-42.892513,157.61469,159.04193,155.72137,137.10748,133.21375,131.7865,135.10706,153.72095,36.201508,36.34647,37.609257,8.926295,4.652757,4.6448517,4.6211133,4.489618
-0.7712041,1.1606859,0.0771777,1.0947129,1.1234239,1.1251689,0.0006828904,-0.03164369,0.0041337013,-0.16759568,-68.21946,-67.99676,-64.14632,16.697395,-21.780535,-22.003242,-25.85369,-73.302605,158.21945,157.99677,154.14632,73.302605,132.60898,132.83167,136.68211,142.47417,35.326847,34.34421,34.58462,11.136055,4.8034077,4.7958813,4.7721624,4.6468983
-0.7809293,1.1509607,0.06969929,1.0849876,1.1136987,1.1154437,-0.0018838048,-0.036830902,0.001839459,-0.17932153,-67.29702,-68.20224,-63.768227,13.122076,-22.702978,-21.797758,-26.23177,-76.877914,157.29703,158.20224,153.76822,76.87792,133.5314,132.62619,137.06021,146.04948,35.938248,34.847153,35.31606,10.908623,4.7763004,4.769221,4.7457414,4.620023
-0.7549017,1.1769882,0.07684028,1.1110153,1.1397264,1.1414714,0.0026680827,-0.02171284,0.010608852,-0.14714271,-67.96209,-66.75933,-63.812378,30.076551,-22.037912,-23.24067,-26.18762,-59.92345,157.9621,156.75934,153.81238,59.923447,132.86633,134.06909,137.01605,129.09502,34.15265,33.063374,33.147484,15.591181,4.89431,4.8871055,4.862968,4.741599
-0.753161,1.1787289,0.08001286,1.112756,1.1414671,1.1432121,0.0071507692,-0.018873632,0.012473702,-0.14573461,-66.58626,-65.82952,-63.377888,35.39272,-23.413742,-24.170477,-26.622114,-54.60728,156.58626,155.82953,153.37788,54.607285,134.24217,134.9989,137.45055,123.778854,34.659653,32.66037,33.11762,18.272976,4.9122453,4.905392,4.881818,4.7620015
-0.7255642,1.2063258,0.07169974,1.1403527,1.1690638,1.1708088,0.013012469,-0.003799677,0.020359099,-0.11177379,-67.62723,-64.31206,-63.87585,36.708138,-22.37277,-25.687939,-26.124151,-53.291866,157.62723,154.31206,153.87585,53.291862,133.2012,136.51637,136.95258,122.46343,32.393185,31.825064,32.357845,19.097837,5.0070076,5.000279,4.973925,4.8576865
-0.73109144,1.2007985,0.074594975,1.1348255,1.1635365,1.1652815,0.0141170025,-0.0054479837,0.021247208,-0.119011104,-66.69251,-62.060055,-63.554817,38.13067,-23.307493,-27.93994,-26.445183,-51.869335,156.6925,152.06006,153.55481,51.869324,134.13593,138.76837,137.27362,121.04089,32.917397,31.153336,32.449158,20.957804,5.0001564,4.9934,4.9684763,4.85288
-0.72657025,1.2053198,0.07545704,1.1393467,1.1680578,1.1698028,0.018526435,0.006353736,0.026355624,-0.11342144,-66.76497,-59.858177,-63.40329,38.13005,-23.235025,-30.14182,-26.596708,-51.86995,156.76497,149.85818,153.40329,51.86995,134.06346,140.97025,137.42514,121.04152,32.591454,30.580389,32.39071,21.759024,5.0219,5.015172,4.990304,4.876321
-0.70056576,1.2313242,0.075362265,1.1653512,1.1940622,1.1958072,0.00916779,0.0006132722,0.025511563,-0.07606959,-65.61343,-60.393734,-63.834976,16.291086,-24.386576,-29.606264,-26.165024,-73.70891,155.61343,150.39374,153.83498,73.708916,135.215,140.4347,136.99345,142.88048,26.805557,29.570244,31.770588,15.561209,5.179617,5.173423,5.145566,5.038134
-0.6970634,1.2348266,0.0776338,1.1688535,1.1975646,1.1993096,0.0100797415,0.0076277256,0.026424825,-0.07128394,-65.3621,-57.46617,-63.626152,12.444434,-24.637903,-32.53383,-26.37385,-77.555565,155.36209,147.46617,153.62616,77.555565,135.46634,143.36226,137.20227,146.72713,25.8087,28.790125,31.63655,15.574456,5.209185,5.202926,5.175948,5.070462
-0.69057304,1.2413169,0.058241844,1.175344,1.2040551,1.2058,0.005678773,-0.006855786,0.020198047,-0.06064582,-64.52861,-65.01364,-63.98193,-8.444729,-25.471384,-24.986364,-26.01807,-81.555275,154.52861,155.01364,153.98193,98.44473,136.29982,135.81479,136.8465,167.6163,26.452402,30.227116,31.72914,13.004651,5.267725,5.261638,5.232143,5.1270843
-0.68496656,1.2469234,0.047540963,1.1809504,1.2096615,1.2114065,0.003761351,-0.005474746,0.023206413,-0.0491997,-64.04168,-58.830257,-63.69505,-26.034563,-25.958319,-31.16974,-26.304953,-63.96543,154.04169,148.83026,153.69505,116.03456,136.78674,141.99817,137.13338,174.79387,25.444284,28.514248,31.483404,14.814956,5.3530803,5.3471966,5.318502,5.2188706
-0.6843627,1.2475272,0.05645758,1.1815543,1.2102654,1.2120104,0.002336979,-0.0049512386,0.019436777,-0.05210215,-64.47674,-69.85204,-64.3158,-26.404242,-25.523266,-20.14796,-25.6842,-63.59576,154.47675,159.85205,154.3158,116.40424,136.35168,130.97638,136.51263,174.4242,28.088568,31.044024,31.817698,12.417429,5.309673,5.3029056,5.2727013,5.1677675
-0.68298876,1.2489012,0.059398115,1.1829282,1.2116393,1.2133843,0.0027400851,-0.0025485158,0.02079916,-0.052104175,-66.34001,-72.003654,-65.45931,-33.783703,-23.659985,-17.996351,-24.540688,-56.216297,156.34001,162.00366,155.45932,123.78371,134.48842,128.82477,135.36911,167.04472,30.265535,31.211897,32.04843,10.954678,5.2738156,5.2658153,5.235454,5.1262097
-0.6887919,1.2430981,0.059179604,1.1771251,1.2058362,1.2075812,-0.0032472014,-0.01537478,0.014927447,-0.056667924,-76.891685,-73.6785,-68.2481,-62.95231,-13.108318,-16.321507,-21.751902,-27.047693,166.8917,163.6785,158.24811,152.9523,123.93674,127.14993,132.58032,137.87613,32.930573,31.072954,32.632584,13.853655,5.2689834,5.259323,5.2287493,5.1161094
-0.7063843,1.2255057,0.056690812,1.1595327,1.1882437,1.1899887,0.00083869696,-0.011770666,0.011774719,-0.07849079,-79.44997,-73.35575,-70.231224,-72.93916,-10.550041,-16.644243,-19.768778,-17.060839,169.44997,163.35574,160.23123,162.93916,121.37846,127.47269,130.5972,127.88927,32.50258,31.09456,33.647434,14.664985,5.130043,5.11958,5.088635,4.9696836
-0.7056564,1.2262336,0.057418704,1.1602606,1.1889716,1.1907166,-0.0013178587,-0.02010727,0.010398507,-0.07381648,-82.6211,-73.47629,-71.693245,-77.59327,-7.3788886,-16.523714,-18.306753,-12.406741,172.6211,163.47629,161.69324,167.59326,118.20734,127.35214,129.1352,123.23517,32.72,30.785349,33.888912,16.98468,5.172179,5.161312,5.1294074,5.011114
-0.733082,1.198808,0.058267713,1.1328349,1.161546,1.163291,-0.00432837,-0.019728899,-0.019106627,-0.1075449,-80.43698,-72.978455,-71.63345,-80.654854,-9.563013,-17.021557,-18.366545,-9.345143,170.43698,162.97845,161.63345,170.65485,120.39145,127.849976,129.19498,120.173584,29.02846,31.5748,34.664474,17.285479,5.002211,4.9914684,4.959327,4.835917
-0.7295343,1.2023556,0.05466765,1.1363826,1.1650937,1.1668386,-0.0047147274,-0.021979868,-0.019779801,-0.10082632,-81.46224,-72.86882,-72.49286,-82.68535,-8.53776,-17.13118,-17.507143,-7.314658,171.46225,162.86882,162.49286,172.68535,119.36618,127.95961,128.33557,118.14308,28.751156,31.256186,34.676235,18.927786,5.044354,5.0333624,4.9992905,4.8775916
-0.74107933,1.1908107,0.06110406,1.1248376,1.1535487,1.1552937,-0.0020127892,-0.023169696,-0.033156097,-0.11439425,-79.394424,-72.52377,-72.72089,-85.11717,-10.605574,-17.476227,-17.279108,-4.882831,169.39442,162.52377,162.72089,175.11717,121.434006,128.30466,128.10754,115.71126,28.427185,31.54723,35.04408,19.643135,4.9786253,4.967678,4.9329743,4.8089232
-0.7464214,1.1854686,0.066759884,1.1194956,1.1482067,1.1499517,-0.001146555,-0.02466786,-0.042148113,-0.11938405,-75.24733,-72.06775,-73.05728,-86.89587,-14.752669,-17.93226,-16.942717,-3.104131,165.24733,162.06775,163.05728,176.89587,125.5811,128.76068,127.77115,113.932556,27.600069,31.712458,35.14795,20.587702,4.9565897,4.9457016,4.9097314,4.784791
-0.76584685,1.1660432,0.075113475,1.1000701,1.1287812,1.1305262,0.0012245774,-0.022549331,-0.069778204,-0.14423954,-72.966286,-71.370155,-71.957695,-89.675224,-17.033703,-18.62985,-18.042307,0.32437792,162.96628,161.37015,161.9577,180.32477,127.86215,129.45828,128.87073,110.50366,30.378237,33.31667,34.85131,21.248072,4.830358,4.819623,4.784455,4.6553
-0.77783835,1.1540517,0.076090455,1.0880786,1.1167897,1.1185347,0.00019925833,-0.026021421,-0.08904612,-0.15732974,-69.783226,-70.73932,-71.19265,-87.50498,-20.216772,-19.260675,-18.807352,2.4949994,159.78323,160.73932,161.19266,182.49503,131.0452,130.08911,129.63577,108.333405,32.42724,34.048283,34.256443,22.80467,4.7846336,4.7741175,4.737489,4.6070313
-0.8111189,1.120771,0.088268876,1.0547981,1.0835092,1.0852542,0.0032479167,-0.026355922,-0.14221907,-0.19945472,-72.65284,-70.712975,-67.64512,-86.69684,-17.34716,-19.287018,-22.354876,3.3031924,162.65283,160.71298,157.64511,183.30316,128.1756,130.11545,133.18332,107.52527,38.54428,37.425827,34.669556,21.586866,4.6104884,4.6004143,4.5662518,4.4315104
-0.8071562,1.1247338,0.09681028,1.0587608,1.0874718,1.0892168,0.0050613284,-0.025808275,-0.13332087,-0.19869828,-72.4334,-71.2995,-69.21288,-88.73184,-17.566599,-18.70049,-20.787119,-1.2681715,162.43341,161.2995,159.21289,178.73184,128.39502,129.52893,131.61554,112.09659,38.954037,37.266586,36.8771,18.641172,4.594145,4.5836906,4.5541835,4.418676
-0.81914276,1.1127472,0.108272254,1.0467741,1.0754852,1.0772302,0.0023567677,-0.033093333,-0.14842421,-0.21395087,-71.269135,-71.42234,-69.08823,-87.32968,-18.730864,-18.577658,-20.911772,-2.6702971,161.26913,161.42233,159.08823,177.32968,129.5593,129.4061,131.7402,113.49875,40.12324,37.8547,38.099518,18.0215,4.5542645,4.5441184,4.5153728,4.379848
-0.80906814,1.1228218,0.093809664,1.0568488,1.0855598,1.0873048,0.0007737875,-0.03177476,-0.12652981,-0.20463908,-69.5495,-71.330086,-70.14608,-83.53414,-20.450502,-18.669912,-19.853914,-6.4658604,159.5495,161.33008,160.14609,173.53415,131.27893,129.49835,130.68234,117.29428,38.906303,37.18601,38.083317,16.454775,4.5961328,4.58592,4.5592084,4.423959
-0.8132727,1.1186173,0.08960509,1.0526443,1.0813553,1.0831003,3.695488e-6,-0.037320614,-0.12830114,-0.2108652,-69.23313,-71.11579,-69.8429,-81.98734,-20.766867,-18.884212,-20.157095,-8.012653,159.23312,161.11578,159.8429,171.98734,131.5953,129.71265,130.98553,118.841095,39.280807,37.42148,38.685318,15.648855,4.581863,4.5720654,4.5459385,4.4106555
