species,dd long,dd lat
Btrigonus,7481,1
Btrigonus,7636,1
Btrigonus,7714,1
Btrigonus,7715,1
Btrigonus,7716,1
Btrigonus,7717,1
Btrigonus,7718,1
Btrigonus,7719,1
Btrigonus,7720,1
Btrigonus,7721,1
Btrigonus,7722,1
Btrigonus,7723,1
Btrigonus,7724,1
Btrigonus,7725,1
Btrigonus,7726,1
Btrigonus,7727,1
Btrigonus,7728,1
Btrigonus,7729,1
Btrigonus,7730,1
Btrigonus,7731,1
Btrigonus,7732,1
Btrigonus,7733,1
Btrigonus,7734,1
Btrigonus,7735,1
Btrigonus,7736,1
Btrigonus,7737,1
Btrigonus,7738,1
Btrigonus,7739,1
Btrigonus,7740,1
Btrigonus,7741,1
Btrigonus,7742,1
Btrigonus,7743,1
Btrigonus,7744,1
Btrigonus,7745,1
Btrigonus,7746,1
Btrigonus,7747,1
Btrigonus,7748,1
Btrigonus,7749,1
Btrigonus,7750,1
Btrigonus,7751,1
Btrigonus,7752,1
Btrigonus,7753,1
Btrigonus,7754,1
Btrigonus,7755,1
Btrigonus,7756,1
Btrigonus,7757,1
Btrigonus,7758,1
Btrigonus,7759,1
Btrigonus,7760,1
Btrigonus,7761,1
Btrigonus,7762,1
Btrigonus,7763,1
Btrigonus,7764,1
Btrigonus,7765,1
Btrigonus,7766,1
Btrigonus,7767,1
Btrigonus,7768,1
Btrigonus,7769,1
Btrigonus,7770,1
Btrigonus,7772,1
Btrigonus,7773,1
Btrigonus,7918,1
Btrigonus,7919,1
Btrigonus,7920,1
Btrigonus,7921,1
Btrigonus,7922,1
Btrigonus,7923,1
Btrigonus,7985,1
Btrigonus,7988,1
Btrigonus,7989,1
Btrigonus,7992,1
Btrigonus,7993,1
Btrigonus,7994,1
Btrigonus,7995,1
Btrigonus,7996,1
Btrigonus,7997,1
Btrigonus,7998,1
Btrigonus,7999,1
Btrigonus,8000,1
Btrigonus,8001,1
Btrigonus,8002,1
Btrigonus,8003,1
Btrigonus,8004,1
Btrigonus,8005,1
Btrigonus,8006,1
Btrigonus,8007,1
Btrigonus,8008,1
Btrigonus,8009,1
Btrigonus,8010,1
Btrigonus,8011,1
Btrigonus,8012,1
Btrigonus,8013,1
Btrigonus,8014,1
Btrigonus,8015,1
Btrigonus,8016,1
Btrigonus,8017,1
Btrigonus,8018,1
Btrigonus,8019,1
Btrigonus,8020,1
Btrigonus,8021,1
Btrigonus,8022,1
Btrigonus,8023,1
Btrigonus,8024,1
Btrigonus,8025,1
Btrigonus,8026,1
Btrigonus,8027,1
Btrigonus,8028,1
Btrigonus,8029,1
Btrigonus,8030,1
Btrigonus,8031,1
Btrigonus,8032,1
Btrigonus,8033,1
Btrigonus,8034,1
Btrigonus,8035,1
Btrigonus,8036,1
Btrigonus,8037,1
Btrigonus,8038,1
Btrigonus,8039,1
Btrigonus,8040,1
Btrigonus,8041,1
Btrigonus,8042,1
Btrigonus,8043,1
Btrigonus,8044,1
Btrigonus,8045,1
Btrigonus,8046,1
Btrigonus,8047,1
Btrigonus,8048,1
Btrigonus,8049,1
Btrigonus,8050,1
Btrigonus,8051,1
Btrigonus,8053,1
Btrigonus,8054,1
Btrigonus,8210,1
Btrigonus,8221,1
Btrigonus,8222,1
Btrigonus,8223,1
Btrigonus,8224,1
Btrigonus,8225,1
Btrigonus,8226,1
Btrigonus,8227,1
Btrigonus,8228,1
Btrigonus,8229,1
Btrigonus,8230,1
Btrigonus,8231,1
Btrigonus,8291,1
Btrigonus,8292,1
Btrigonus,8293,1
Btrigonus,8294,1
Btrigonus,8295,1
Btrigonus,8296,1
Btrigonus,8297,1
Btrigonus,8298,1
Btrigonus,8299,1
Btrigonus,8300,1
Btrigonus,8301,1
Btrigonus,8302,1
Btrigonus,8303,1
Btrigonus,8304,1
Btrigonus,8305,1
Btrigonus,8306,1
Btrigonus,8307,1
Btrigonus,8308,1
Btrigonus,8309,1
Btrigonus,8310,1
Btrigonus,8311,1
Btrigonus,8312,1
Btrigonus,8313,1
Btrigonus,8314,1
Btrigonus,8315,1
Btrigonus,8316,1
Btrigonus,8317,1
Btrigonus,8318,1
Btrigonus,8319,1
Btrigonus,8320,1
Btrigonus,8321,1
Btrigonus,8322,1
Btrigonus,8323,1
Btrigonus,8324,1
Btrigonus,8325,1
Btrigonus,8326,1
Btrigonus,8327,1
Btrigonus,8328,1
Btrigonus,8329,1
Btrigonus,8330,1
Btrigonus,8331,1
Btrigonus,8332,1
Btrigonus,8333,1
Btrigonus,8334,1
Btrigonus,8335,1
Btrigonus,8336,1
Btrigonus,8337,1
Btrigonus,8338,1
Btrigonus,8339,1
Btrigonus,8340,1
Btrigonus,8341,1
Btrigonus,8342,1
Btrigonus,8343,1
Btrigonus,8344,1
Btrigonus,8345,1
Btrigonus,8346,1
Btrigonus,8347,1
Btrigonus,8348,1
Btrigonus,8349,1
Btrigonus,8350,1
Btrigonus,8351,1
Btrigonus,8352,1
Btrigonus,8353,1
Btrigonus,8354,1
Btrigonus,8355,1
Btrigonus,8356,1
Btrigonus,8357,1
Btrigonus,8358,1
Btrigonus,8359,1
Btrigonus,8360,1
Btrigonus,8361,1
Btrigonus,8515,1
Btrigonus,8516,1
Btrigonus,8517,1
Btrigonus,8521,1
Btrigonus,8522,1
Btrigonus,8523,1
Btrigonus,8524,1
Btrigonus,8525,1
Btrigonus,8526,1
Btrigonus,8527,1
Btrigonus,8534,1
Btrigonus,8535,1
Btrigonus,8536,1
Btrigonus,8537,1
Btrigonus,8538,1
Btrigonus,8539,1
Btrigonus,8540,1
Btrigonus,8541,1
Btrigonus,8542,1
Btrigonus,8543,1
Btrigonus,8544,1
Btrigonus,8598,1
Btrigonus,8599,1
Btrigonus,8600,1
Btrigonus,8601,1
Btrigonus,8602,1
Btrigonus,8603,1
Btrigonus,8604,1
Btrigonus,8605,1
Btrigonus,8606,1
Btrigonus,8607,1
Btrigonus,8608,1
Btrigonus,8609,1
Btrigonus,8610,1
Btrigonus,8611,1
Btrigonus,8612,1
Btrigonus,8613,1
Btrigonus,8614,1
Btrigonus,8615,1
Btrigonus,8616,1
Btrigonus,8617,1
Btrigonus,8618,1
Btrigonus,8619,1
Btrigonus,8620,1
Btrigonus,8621,1
Btrigonus,8622,1
Btrigonus,8623,1
Btrigonus,8624,1
Btrigonus,8625,1
Btrigonus,8626,1
Btrigonus,8627,1
Btrigonus,8628,1
Btrigonus,8629,1
Btrigonus,8630,1
Btrigonus,8631,1
Btrigonus,8632,1
Btrigonus,8633,1
Btrigonus,8634,1
Btrigonus,8635,1
Btrigonus,8636,1
Btrigonus,8637,1
Btrigonus,8638,1
Btrigonus,8639,1
Btrigonus,8640,1
Btrigonus,8641,1
Btrigonus,8642,1
Btrigonus,8643,1
Btrigonus,8644,1
Btrigonus,8645,1
Btrigonus,8646,1
Btrigonus,8647,1
Btrigonus,8648,1
Btrigonus,8649,1
Btrigonus,8650,1
Btrigonus,8651,1
Btrigonus,8652,1
Btrigonus,8653,1
Btrigonus,8654,1
Btrigonus,8655,1
Btrigonus,8656,1
Btrigonus,8657,1
Btrigonus,8658,1
Btrigonus,8659,1
Btrigonus,8660,1
Btrigonus,8661,1
Btrigonus,8662,1
Btrigonus,8663,1
Btrigonus,8664,1
Btrigonus,8665,1
Btrigonus,8666,1
Btrigonus,8667,1
Btrigonus,8668,1
Btrigonus,8669,1
Btrigonus,8670,1
Btrigonus,8671,1
Btrigonus,8672,1
Btrigonus,8673,1
Btrigonus,8674,1
Btrigonus,8675,1
Btrigonus,8676,1
Btrigonus,8677,1
Btrigonus,8678,1
Btrigonus,8839,1
Btrigonus,8840,1
Btrigonus,8841,1
Btrigonus,8842,1
Btrigonus,8843,1
Btrigonus,8844,1
Btrigonus,8845,1
Btrigonus,8846,1
Btrigonus,8847,1
Btrigonus,8848,1
Btrigonus,8849,1
Btrigonus,8850,1
Btrigonus,8851,1
Btrigonus,8852,1
Btrigonus,8857,1
Btrigonus,8858,1
Btrigonus,8859,1
Btrigonus,8860,1
Btrigonus,8861,1
Btrigonus,8862,1
Btrigonus,8863,1
Btrigonus,8864,1
Btrigonus,8912,1
Btrigonus,8914,1
Btrigonus,8916,1
Btrigonus,8917,1
Btrigonus,8918,1
Btrigonus,8934,1
Btrigonus,8935,1
Btrigonus,8936,1
Btrigonus,8938,1
Btrigonus,8939,1
Btrigonus,8940,1
Btrigonus,8941,1
Btrigonus,8942,1
Btrigonus,8943,1
Btrigonus,8944,1
Btrigonus,8945,1
Btrigonus,8946,1
Btrigonus,8947,1
Btrigonus,8948,1
Btrigonus,8949,1
Btrigonus,8950,1
Btrigonus,8951,1
Btrigonus,8952,1
Btrigonus,8953,1
Btrigonus,8954,1
Btrigonus,8955,1
Btrigonus,8956,1
Btrigonus,8957,1
Btrigonus,8958,1
Btrigonus,8959,1
Btrigonus,8960,1
Btrigonus,8961,1
Btrigonus,8962,1
Btrigonus,8963,1
Btrigonus,8964,1
Btrigonus,8965,1
Btrigonus,8966,1
Btrigonus,8967,1
Btrigonus,8968,1
Btrigonus,8969,1
Btrigonus,8970,1
Btrigonus,8971,1
Btrigonus,8972,1
Btrigonus,8973,1
Btrigonus,8974,1
Btrigonus,8975,1
Btrigonus,8976,1
Btrigonus,8977,1
Btrigonus,8978,1
Btrigonus,8979,1
Btrigonus,8980,1
Btrigonus,8981,1
Btrigonus,8982,1
Btrigonus,8983,1
Btrigonus,8984,1
Btrigonus,8985,1
Btrigonus,8986,1
Btrigonus,8987,1
Btrigonus,8988,1
Btrigonus,8989,1
Btrigonus,8990,1
Btrigonus,8991,1
Btrigonus,8992,1
Btrigonus,8993,1
Btrigonus,8994,1
Btrigonus,8995,1
Btrigonus,8996,1
Btrigonus,8997,1
Btrigonus,8998,1
Btrigonus,8999,1
Btrigonus,9000,1
Btrigonus,9001,1
Btrigonus,9002,1
Btrigonus,9003,1
Btrigonus,9004,1
Btrigonus,9005,1
Btrigonus,9006,1
Btrigonus,9168,1
Btrigonus,9170,1
Btrigonus,9171,1
Btrigonus,9172,1
Btrigonus,9173,1
Btrigonus,9174,1
Btrigonus,9175,1
Btrigonus,9176,1
Btrigonus,9177,1
Btrigonus,9178,1
Btrigonus,9179,1
Btrigonus,9180,1
Btrigonus,9181,1
Btrigonus,9182,1
Btrigonus,9183,1
Btrigonus,9184,1
Btrigonus,9185,1
Btrigonus,9186,1
Btrigonus,9187,1
Btrigonus,9188,1
Btrigonus,9189,1
Btrigonus,9191,1
Btrigonus,9192,1
Btrigonus,9193,1
Btrigonus,9194,1
Btrigonus,9195,1
Btrigonus,9196,1
Btrigonus,9197,1
Btrigonus,9198,1
Btrigonus,9199,1
Btrigonus,9200,1
Btrigonus,9201,1
Btrigonus,9202,1
Btrigonus,9203,1
Btrigonus,9205,1
Btrigonus,9235,1
Btrigonus,9236,1
Btrigonus,9258,1
Btrigonus,9259,1
Btrigonus,9261,1
Btrigonus,9263,1
Btrigonus,9264,1
Btrigonus,9265,1
Btrigonus,9278,1
Btrigonus,9279,1
Btrigonus,9280,1
Btrigonus,9281,1
Btrigonus,9282,1
Btrigonus,9283,1
Btrigonus,9284,1
Btrigonus,9285,1
Btrigonus,9286,1
Btrigonus,9287,1
Btrigonus,9288,1
Btrigonus,9289,1
Btrigonus,9290,1
Btrigonus,9291,1
Btrigonus,9292,1
Btrigonus,9293,1
Btrigonus,9294,1
Btrigonus,9295,1
Btrigonus,9296,1
Btrigonus,9297,1
Btrigonus,9298,1
Btrigonus,9299,1
Btrigonus,9300,1
Btrigonus,9301,1
Btrigonus,9302,1
Btrigonus,9303,1
Btrigonus,9304,1
Btrigonus,9305,1
Btrigonus,9306,1
Btrigonus,9307,1
Btrigonus,9308,1
Btrigonus,9309,1
Btrigonus,9310,1
Btrigonus,9311,1
Btrigonus,9312,1
Btrigonus,9313,1
Btrigonus,9314,1
Btrigonus,9315,1
Btrigonus,9316,1
Btrigonus,9317,1
Btrigonus,9318,1
Btrigonus,9319,1
Btrigonus,9320,1
Btrigonus,9321,1
Btrigonus,9322,1
Btrigonus,9323,1
Btrigonus,9324,1
Btrigonus,9325,1
Btrigonus,9326,1
Btrigonus,9327,1
Btrigonus,9328,1
Btrigonus,9329,1
Btrigonus,9330,1
Btrigonus,9331,1
Btrigonus,9332,1
Btrigonus,9333,1
Btrigonus,9334,1
Btrigonus,9335,1
Btrigonus,9336,1
Btrigonus,9337,1
Btrigonus,9338,1
Btrigonus,9339,1
Btrigonus,9340,1
Btrigonus,9341,1
Btrigonus,9342,1
Btrigonus,9343,1
Btrigonus,9344,1
Btrigonus,9345,1
Btrigonus,9346,1
Btrigonus,9347,1
Btrigonus,9348,1
Btrigonus,9349,1
Btrigonus,9350,1
Btrigonus,9351,1
Btrigonus,9352,1
Btrigonus,9353,1
Btrigonus,9354,1
Btrigonus,9355,1
Btrigonus,9356,1
Btrigonus,9357,1
Btrigonus,9358,1
Btrigonus,9359,1
Btrigonus,9360,1
Btrigonus,9361,1
Btrigonus,9362,1
Btrigonus,9363,1
Btrigonus,9364,1
Btrigonus,9365,1
Btrigonus,9366,1
Btrigonus,9367,1
Btrigonus,9368,1
Btrigonus,9369,1
Btrigonus,9370,1
Btrigonus,9382,1
Btrigonus,9527,1
Btrigonus,9528,1
Btrigonus,9529,1
Btrigonus,9530,1
Btrigonus,9531,1
Btrigonus,9532,1
Btrigonus,9533,1
Btrigonus,9534,1
Btrigonus,9535,1
Btrigonus,9536,1
Btrigonus,9537,1
Btrigonus,9538,1
Btrigonus,9539,1
Btrigonus,9540,1
Btrigonus,9541,1
Btrigonus,9542,1
Btrigonus,9543,1
Btrigonus,9544,1
Btrigonus,9545,1
Btrigonus,9546,1
Btrigonus,9547,1
Btrigonus,9548,1
Btrigonus,9549,1
Btrigonus,9550,1
Btrigonus,9551,1
Btrigonus,9552,1
Btrigonus,9553,1
Btrigonus,9554,1
Btrigonus,9555,1
Btrigonus,9556,1
Btrigonus,9557,1
Btrigonus,9558,1
Btrigonus,9559,1
Btrigonus,9560,1
Btrigonus,9592,1
Btrigonus,9593,1
Btrigonus,9594,1
Btrigonus,9595,1
Btrigonus,9596,1
Btrigonus,9597,1
Btrigonus,9616,1
Btrigonus,9618,1
Btrigonus,9619,1
Btrigonus,9620,1
Btrigonus,9621,1
Btrigonus,9622,1
Btrigonus,9628,1
Btrigonus,9629,1
Btrigonus,9632,1
Btrigonus,9633,1
Btrigonus,9634,1
Btrigonus,9635,1
Btrigonus,9636,1
Btrigonus,9637,1
Btrigonus,9638,1
Btrigonus,9639,1
Btrigonus,9640,1
Btrigonus,9641,1
Btrigonus,9642,1
Btrigonus,9643,1
Btrigonus,9644,1
Btrigonus,9645,1
Btrigonus,9646,1
Btrigonus,9647,1
Btrigonus,9648,1
Btrigonus,9649,1
Btrigonus,9650,1
Btrigonus,9651,1
Btrigonus,9652,1
Btrigonus,9653,1
Btrigonus,9654,1
Btrigonus,9655,1
Btrigonus,9656,1
Btrigonus,9657,1
Btrigonus,9658,1
Btrigonus,9659,1
Btrigonus,9660,1
Btrigonus,9661,1
Btrigonus,9662,1
Btrigonus,9663,1
Btrigonus,9664,1
Btrigonus,9665,1
Btrigonus,9666,1
Btrigonus,9667,1
Btrigonus,9668,1
Btrigonus,9669,1
Btrigonus,9670,1
Btrigonus,9671,1
Btrigonus,9672,1
Btrigonus,9673,1
Btrigonus,9674,1
Btrigonus,9675,1
Btrigonus,9676,1
Btrigonus,9677,1
Btrigonus,9678,1
Btrigonus,9679,1
Btrigonus,9680,1
Btrigonus,9681,1
Btrigonus,9682,1
Btrigonus,9683,1
Btrigonus,9684,1
Btrigonus,9685,1
Btrigonus,9686,1
Btrigonus,9687,1
Btrigonus,9688,1
Btrigonus,9689,1
Btrigonus,9690,1
Btrigonus,9691,1
Btrigonus,9692,1
Btrigonus,9693,1
Btrigonus,9694,1
Btrigonus,9695,1
Btrigonus,9696,1
Btrigonus,9697,1
Btrigonus,9698,1
Btrigonus,9699,1
Btrigonus,9700,1
Btrigonus,9701,1
Btrigonus,9712,1
Btrigonus,9713,1
Btrigonus,9870,1
Btrigonus,9871,1
Btrigonus,9872,1
Btrigonus,9873,1
Btrigonus,9874,1
Btrigonus,9875,1
Btrigonus,9876,1
Btrigonus,9877,1
Btrigonus,9878,1
Btrigonus,9879,1
Btrigonus,9880,1
Btrigonus,9881,1
Btrigonus,9882,1
Btrigonus,9883,1
Btrigonus,9884,1
Btrigonus,9885,1
Btrigonus,9886,1
Btrigonus,9887,1
Btrigonus,9888,1
Btrigonus,9889,1
Btrigonus,9890,1
Btrigonus,9891,1
Btrigonus,9892,1
Btrigonus,9893,1
Btrigonus,9894,1
Btrigonus,9895,1
Btrigonus,9896,1
Btrigonus,9897,1
Btrigonus,9898,1
Btrigonus,9899,1
Btrigonus,9900,1
Btrigonus,9901,1
Btrigonus,9902,1
Btrigonus,9903,1
Btrigonus,9904,1
Btrigonus,9905,1
Btrigonus,9935,1
Btrigonus,9936,1
Btrigonus,9937,1
Btrigonus,9939,1
Btrigonus,9940,1
Btrigonus,9941,1
Btrigonus,9942,1
Btrigonus,9943,1
Btrigonus,9944,1
Btrigonus,9945,1
Btrigonus,9946,1
Btrigonus,9947,1
Btrigonus,9948,1
Btrigonus,9949,1
Btrigonus,9950,1
Btrigonus,9955,1
Btrigonus,9956,1
Btrigonus,9957,1
Btrigonus,9960,1
Btrigonus,9961,1
Btrigonus,9962,1
Btrigonus,9964,1
Btrigonus,9967,1
Btrigonus,9968,1
Btrigonus,9969,1
Btrigonus,9970,1
Btrigonus,9971,1
Btrigonus,9972,1
Btrigonus,9973,1
Btrigonus,9974,1
Btrigonus,9975,1
Btrigonus,9976,1
Btrigonus,9977,1
Btrigonus,9978,1
Btrigonus,9979,1
Btrigonus,9980,1
Btrigonus,9981,1
Btrigonus,9982,1
Btrigonus,9983,1
Btrigonus,9984,1
Btrigonus,9985,1
Btrigonus,9986,1
Btrigonus,9987,1
Btrigonus,9988,1
Btrigonus,9989,1
Btrigonus,9990,1
Btrigonus,9991,1
Btrigonus,9992,1
Btrigonus,9993,1
Btrigonus,9994,1
Btrigonus,9995,1
Btrigonus,9996,1
Btrigonus,9997,1
Btrigonus,9998,1
Btrigonus,9999,1
Btrigonus,10000,1
Btrigonus,10001,1
Btrigonus,10002,1
Btrigonus,10003,1
Btrigonus,10004,1
Btrigonus,10005,1
Btrigonus,10006,1
Btrigonus,10007,1
Btrigonus,10008,1
Btrigonus,10009,1
Btrigonus,10010,1
Btrigonus,10011,1
Btrigonus,10012,1
Btrigonus,10013,1
Btrigonus,10014,1
Btrigonus,10015,1
Btrigonus,10016,1
Btrigonus,10017,1
Btrigonus,10018,1
Btrigonus,10019,1
Btrigonus,10020,1
Btrigonus,10021,1
Btrigonus,10022,1
Btrigonus,10023,1
Btrigonus,10024,1
Btrigonus,10025,1
Btrigonus,10026,1
Btrigonus,10027,1
Btrigonus,10028,1
Btrigonus,10029,1
Btrigonus,10030,1
Btrigonus,10031,1
Btrigonus,10032,1
Btrigonus,10033,1
Btrigonus,10034,1
Btrigonus,10035,1
Btrigonus,10036,1
Btrigonus,10037,1
Btrigonus,10038,1
Btrigonus,10039,1
Btrigonus,10040,1
Btrigonus,10041,1
Btrigonus,10042,1
Btrigonus,10043,1
Btrigonus,10064,1
Btrigonus,10065,1
Btrigonus,10066,1
Btrigonus,10214,1
Btrigonus,10215,1
Btrigonus,10216,1
Btrigonus,10217,1
Btrigonus,10218,1
Btrigonus,10219,1
Btrigonus,10220,1
Btrigonus,10221,1
Btrigonus,10222,1
Btrigonus,10223,1
Btrigonus,10224,1
Btrigonus,10225,1
Btrigonus,10226,1
Btrigonus,10227,1
Btrigonus,10228,1
Btrigonus,10229,1
Btrigonus,10230,1
Btrigonus,10231,1
Btrigonus,10232,1
Btrigonus,10233,1
Btrigonus,10234,1
Btrigonus,10235,1
Btrigonus,10236,1
Btrigonus,10237,1
Btrigonus,10238,1
Btrigonus,10240,1
Btrigonus,10277,1
Btrigonus,10282,1
Btrigonus,10283,1
Btrigonus,10284,1
Btrigonus,10285,1
Btrigonus,10286,1
Btrigonus,10287,1
Btrigonus,10288,1
Btrigonus,10289,1
Btrigonus,10290,1
Btrigonus,10291,1
Btrigonus,10292,1
Btrigonus,10293,1
Btrigonus,10294,1
Btrigonus,10295,1
Btrigonus,10296,1
Btrigonus,10297,1
Btrigonus,10298,1
Btrigonus,10303,1
Btrigonus,10304,1
Btrigonus,10306,1
Btrigonus,10307,1
Btrigonus,10308,1
Btrigonus,10309,1
Btrigonus,10312,1
Btrigonus,10313,1
Btrigonus,10314,1
Btrigonus,10315,1
Btrigonus,10316,1
Btrigonus,10317,1
Btrigonus,10318,1
Btrigonus,10319,1
Btrigonus,10320,1
Btrigonus,10321,1
Btrigonus,10322,1
Btrigonus,10323,1
Btrigonus,10324,1
Btrigonus,10325,1
Btrigonus,10326,1
Btrigonus,10327,1
Btrigonus,10328,1
Btrigonus,10329,1
Btrigonus,10330,1
Btrigonus,10331,1
Btrigonus,10332,1
Btrigonus,10333,1
Btrigonus,10334,1
Btrigonus,10335,1
Btrigonus,10336,1
Btrigonus,10337,1
Btrigonus,10338,1
Btrigonus,10339,1
Btrigonus,10340,1
Btrigonus,10341,1
Btrigonus,10342,1
Btrigonus,10343,1
Btrigonus,10344,1
Btrigonus,10345,1
Btrigonus,10346,1
Btrigonus,10347,1
Btrigonus,10348,1
Btrigonus,10349,1
Btrigonus,10350,1
Btrigonus,10351,1
Btrigonus,10352,1
Btrigonus,10353,1
Btrigonus,10354,1
Btrigonus,10355,1
Btrigonus,10356,1
Btrigonus,10357,1
Btrigonus,10358,1
Btrigonus,10359,1
Btrigonus,10360,1
Btrigonus,10361,1
Btrigonus,10362,1
Btrigonus,10363,1
Btrigonus,10364,1
Btrigonus,10365,1
Btrigonus,10366,1
Btrigonus,10367,1
Btrigonus,10368,1
Btrigonus,10369,1
Btrigonus,10370,1
Btrigonus,10371,1
Btrigonus,10372,1
Btrigonus,10373,1
Btrigonus,10374,1
Btrigonus,10375,1
Btrigonus,10376,1
Btrigonus,10377,1
Btrigonus,10378,1
Btrigonus,10379,1
Btrigonus,10380,1
Btrigonus,10381,1
Btrigonus,10382,1
Btrigonus,10383,1
Btrigonus,10384,1
Btrigonus,10385,1
Btrigonus,10386,1
Btrigonus,10387,1
Btrigonus,10388,1
Btrigonus,10389,1
Btrigonus,10390,1
Btrigonus,10391,1
Btrigonus,10392,1
Btrigonus,10393,1
Btrigonus,10394,1
Btrigonus,10395,1
Btrigonus,10396,1
Btrigonus,10397,1
Btrigonus,10416,1
Btrigonus,10570,1
Btrigonus,10571,1
Btrigonus,10572,1
Btrigonus,10573,1
Btrigonus,10574,1
Btrigonus,10575,1
Btrigonus,10576,1
Btrigonus,10577,1
Btrigonus,10578,1
Btrigonus,10579,1
Btrigonus,10580,1
Btrigonus,10581,1
Btrigonus,10582,1
Btrigonus,10583,1
Btrigonus,10584,1
Btrigonus,10585,1
Btrigonus,10586,1
Btrigonus,10587,1
Btrigonus,10588,1
Btrigonus,10589,1
Btrigonus,10590,1
Btrigonus,10591,1
Btrigonus,10592,1
Btrigonus,10593,1
Btrigonus,10594,1
Btrigonus,10595,1
Btrigonus,10596,1
Btrigonus,10597,1
Btrigonus,10598,1
Btrigonus,10638,1
Btrigonus,10639,1
Btrigonus,10640,1
Btrigonus,10645,1
Btrigonus,10646,1
Btrigonus,10647,1
Btrigonus,10648,1
Btrigonus,10649,1
Btrigonus,10650,1
Btrigonus,10651,1
Btrigonus,10652,1
Btrigonus,10653,1
Btrigonus,10655,1
Btrigonus,10656,1
Btrigonus,10657,1
Btrigonus,10658,1
Btrigonus,10659,1
Btrigonus,10660,1
Btrigonus,10666,1
Btrigonus,10669,1
Btrigonus,10670,1
Btrigonus,10671,1
Btrigonus,10672,1
Btrigonus,10673,1
Btrigonus,10674,1
Btrigonus,10676,1
Btrigonus,10677,1
Btrigonus,10678,1
Btrigonus,10679,1
Btrigonus,10680,1
Btrigonus,10681,1
Btrigonus,10682,1
Btrigonus,10683,1
Btrigonus,10684,1
Btrigonus,10685,1
Btrigonus,10686,1
Btrigonus,10687,1
Btrigonus,10688,1
Btrigonus,10689,1
Btrigonus,10690,1
Btrigonus,10691,1
Btrigonus,10692,1
Btrigonus,10693,1
Btrigonus,10694,1
Btrigonus,10695,1
Btrigonus,10696,1
Btrigonus,10697,1
Btrigonus,10698,1
Btrigonus,10699,1
Btrigonus,10701,1
Btrigonus,10702,1
Btrigonus,10703,1
Btrigonus,10704,1
Btrigonus,10705,1
Btrigonus,10706,1
Btrigonus,10707,1
Btrigonus,10708,1
Btrigonus,10709,1
Btrigonus,10710,1
Btrigonus,10711,1
Btrigonus,10712,1
Btrigonus,10713,1
Btrigonus,10714,1
Btrigonus,10715,1
Btrigonus,10716,1
Btrigonus,10717,1
Btrigonus,10718,1
Btrigonus,10719,1
Btrigonus,10720,1
Btrigonus,10721,1
Btrigonus,10722,1
Btrigonus,10723,1
Btrigonus,10724,1
Btrigonus,10725,1
Btrigonus,10726,1
Btrigonus,10727,1
Btrigonus,10728,1
Btrigonus,10729,1
Btrigonus,10730,1
Btrigonus,10731,1
Btrigonus,10732,1
Btrigonus,10733,1
Btrigonus,10734,1
Btrigonus,10735,1
Btrigonus,10736,1
Btrigonus,10737,1
Btrigonus,10738,1
Btrigonus,10739,1
Btrigonus,10740,1
Btrigonus,10741,1
Btrigonus,10742,1
Btrigonus,10743,1
Btrigonus,10744,1
Btrigonus,10745,1
Btrigonus,10746,1
Btrigonus,10747,1
Btrigonus,10748,1
Btrigonus,10749,1
Btrigonus,10750,1
Btrigonus,10751,1
Btrigonus,10752,1
Btrigonus,10753,1
Btrigonus,10754,1
Btrigonus,10755,1
Btrigonus,10756,1
Btrigonus,10757,1
Btrigonus,10758,1
Btrigonus,10759,1
Btrigonus,10760,1
Btrigonus,10761,1
Btrigonus,10762,1
Btrigonus,10763,1
Btrigonus,10764,1
Btrigonus,10765,1
Btrigonus,10766,1
Btrigonus,10767,1
Btrigonus,10768,1
Btrigonus,10769,1
Btrigonus,10770,1
Btrigonus,10936,1
Btrigonus,10937,1
Btrigonus,10938,1
Btrigonus,10939,1
Btrigonus,10940,1
Btrigonus,10941,1
Btrigonus,10942,1
Btrigonus,10943,1
Btrigonus,10944,1
Btrigonus,10945,1
Btrigonus,10946,1
Btrigonus,10947,1
Btrigonus,10948,1
Btrigonus,10949,1
Btrigonus,10950,1
Btrigonus,10951,1
Btrigonus,10952,1
Btrigonus,10953,1
Btrigonus,10954,1
Btrigonus,10955,1
Btrigonus,10956,1
Btrigonus,10957,1
Btrigonus,10958,1
Btrigonus,10959,1
Btrigonus,10998,1
Btrigonus,10999,1
Btrigonus,11000,1
Btrigonus,11001,1
Btrigonus,11002,1
Btrigonus,11003,1
Btrigonus,11005,1
Btrigonus,11006,1
Btrigonus,11007,1
Btrigonus,11008,1
Btrigonus,11009,1
Btrigonus,11010,1
Btrigonus,11011,1
Btrigonus,11012,1
Btrigonus,11013,1
Btrigonus,11015,1
Btrigonus,11016,1
Btrigonus,11017,1
Btrigonus,11018,1
Btrigonus,11019,1
Btrigonus,11020,1
Btrigonus,11021,1
Btrigonus,11022,1
Btrigonus,11036,1
Btrigonus,11037,1
Btrigonus,11038,1
Btrigonus,11039,1
Btrigonus,11040,1
Btrigonus,11041,1
Btrigonus,11042,1
Btrigonus,11043,1
Btrigonus,11044,1
Btrigonus,11046,1
Btrigonus,11047,1
Btrigonus,11048,1
Btrigonus,11049,1
Btrigonus,11050,1
Btrigonus,11051,1
Btrigonus,11052,1
Btrigonus,11053,1
Btrigonus,11054,1
Btrigonus,11055,1
Btrigonus,11056,1
Btrigonus,11057,1
Btrigonus,11058,1
